"","Player","Position","MIN","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","STL","BLK","TO","PF","PTS","GameId"
"2427","E. Mika","F",23,9,16,0,0,4,4,3,7,10,1,0,2,0,3,22,433
"3427","T. Haws","G",20,3,7,1,3,1,2,0,1,1,6,1,1,2,4,8,433
"4427","N. Emery","G",22,4,7,2,4,0,0,0,1,1,2,1,1,1,3,10,433
"5427","L.J. Rose","G",20,3,4,2,3,2,2,0,5,5,3,1,0,3,0,10,433
"7423","P. Dastrup","F",9,2,4,0,1,0,0,2,3,5,0,0,0,2,2,4,433
"8423","B. Shaw","F",8,2,3,0,0,0,0,2,3,5,0,1,0,0,1,4,433
"9423","J. Aytes","F",11,3,5,0,0,0,1,2,2,4,0,0,0,3,2,6,433
"10400","D. Guinn","F",6,1,1,0,0,0,0,1,0,1,1,1,0,1,1,2,433
"11353","C. Kaufusi","C",6,2,3,0,0,1,4,1,1,2,0,1,0,0,1,5,433
"12272","S. Beo","G",20,0,3,0,2,2,4,0,1,1,3,0,0,0,3,2,433
"13175","C. Leifson","G",8,1,4,1,3,0,0,0,1,1,1,0,0,0,0,3,433
"14127","Z. Frampton","G",4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,433
"15102","E. Bryant","G",20,5,8,2,2,3,3,1,2,3,1,1,1,1,1,15,433
"1658","Y. Childs","F",30,3,7,0,0,1,1,2,12,14,1,1,2,2,3,7,434
"2428","E. Mika","F",32,6,13,0,0,5,5,3,9,12,0,0,3,3,1,17,434
"3428","T. Haws","G",36,6,11,3,6,1,3,0,3,3,5,2,0,4,4,16,434
"4428","N. Emery","G",17,3,7,2,5,0,0,0,1,1,3,2,0,0,2,8,434
"5428","L.J. Rose","G",26,0,2,0,1,0,0,0,3,3,0,1,0,1,1,0,434
"7424","P. Dastrup","F",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,434
"8424","B. Shaw","F",8,1,1,0,0,0,0,0,1,1,0,2,0,0,0,2,434
"9424","J. Aytes","F",1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,434
"10401","D. Guinn","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,434
"11354","C. Kaufusi","C",7,0,1,0,0,1,2,0,1,1,0,0,2,1,0,1,434
"12273","S. Beo","G",11,1,3,0,2,0,0,0,1,1,1,0,0,1,1,2,434
"13176","C. Leifson","G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434
"14128","E. Bryant","G",29,4,9,1,4,0,1,1,2,3,3,1,0,0,2,9,434
"1659","Y. Childs","F",24,4,6,0,0,0,0,5,6,11,0,0,0,2,3,8,435
"2429","E. Mika","F",36,7,16,0,0,8,10,3,5,8,0,1,3,4,4,22,435
"3429","T. Haws","G",32,4,12,1,6,6,7,0,1,1,3,2,0,4,2,15,435
"4429","N. Emery","G",37,1,6,1,6,2,2,0,1,1,3,2,0,2,5,5,435
"5429","L.J. Rose","G",18,1,2,1,1,0,0,0,3,3,4,0,0,1,1,3,435
"7425","B. Shaw","F",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,435
"8425","J. Aytes","F",4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,435
"9425","D. Guinn","F",15,1,1,0,0,0,0,0,3,3,0,1,0,0,3,2,435
"10402","C. Kaufusi","C",1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,435
"11355","S. Beo","G",3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,435
"12274","E. Bryant","G",27,5,8,0,2,3,4,0,3,3,3,1,0,2,2,13,435
"1660","Y. Childs","F",26,3,7,0,0,4,8,0,8,8,1,0,2,3,4,10,436
"2430","E. Mika","F",36,8,11,0,0,11,14,1,8,9,2,1,4,4,2,27,436
"3430","T. Haws","G",35,6,11,3,7,4,8,0,4,4,1,0,0,6,3,19,436
"4430","N. Emery","G",32,3,8,1,4,4,6,0,3,3,2,0,0,3,3,11,436
"5430","L.J. Rose","G",18,1,1,0,0,1,2,0,1,1,3,1,0,2,0,3,436
"7426","B. Shaw","F",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,436
"8426","D. Guinn","F",10,0,1,0,1,0,0,1,1,2,1,1,0,0,1,0,436
"9426","S. Beo","G",13,2,3,1,1,2,2,0,2,2,1,1,0,2,3,7,436
"10403","E. Bryant","G",27,3,7,0,2,2,4,1,7,8,3,2,0,3,1,8,436
"1661","Y. Childs","F",29,4,9,0,0,3,3,2,6,8,1,0,0,1,2,11,437
"2431","E. Mika","F",35,5,15,0,0,5,7,5,6,11,1,0,0,5,4,15,437
"3431","T. Haws","G",34,8,19,4,9,9,10,0,2,2,1,0,1,1,0,29,437
"4431","E. Bryant","G",33,4,13,1,6,3,4,1,2,3,5,1,0,1,5,12,437
"5431","L.J. Rose","G",19,0,2,0,1,0,0,0,2,2,2,1,1,1,1,0,437
"7427","B. Shaw","F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437
"8427","D. Guinn","F",15,2,3,1,2,1,2,0,1,1,1,1,0,0,2,6,437
"9427","C. Kaufusi","C",7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,437
"10404","S. Beo","G",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437
"11356","C. Leifson","G",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,437
"12275","N. Emery","G",20,1,6,0,4,0,0,0,2,2,1,1,1,0,5,2,437
"1662","Y. Childs","F",31,6,8,0,0,3,5,2,8,10,1,2,3,2,3,15,438
"2432","E. Mika","F",32,5,15,0,0,13,19,4,8,12,2,2,3,0,3,23,438
"3432","T. Haws","G",32,4,11,2,6,5,6,0,2,2,1,1,1,2,3,15,438
"4432","N. Emery","G",24,1,6,0,1,0,0,0,2,2,1,0,0,1,4,2,438
"5432","L.J. Rose","G",33,3,7,0,4,4,5,0,4,4,5,2,0,0,3,10,438
"7428","J. Aytes","F",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438
"8428","D. Guinn","F",20,1,3,1,2,0,0,1,1,2,0,2,0,0,0,3,438
"9428","C. Kaufusi","C",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,438
"10405","S. Beo","G",6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,438
"11357","C. Leifson","G",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,438
"12276","E. Bryant","G",14,1,4,0,3,3,4,0,3,3,2,0,0,3,1,5,438
"1663","Y. Childs","F",16,2,4,0,0,2,2,2,5,7,1,1,0,2,5,6,439
"2433","E. Mika","F",22,6,10,0,0,6,9,2,3,5,0,0,4,3,5,18,439
"3433","T. Haws","G",26,3,10,1,6,7,8,1,0,1,3,0,0,3,3,14,439
"4433","N. Emery","G",33,8,12,3,6,0,0,0,2,2,3,1,0,4,4,19,439
"5433","E. Bryant","G",34,5,10,2,7,3,4,0,1,1,6,2,1,3,1,15,439
"7429","P. Dastrup","F",12,2,6,1,5,0,0,0,1,1,0,1,0,0,1,5,439
"8429","B. Shaw","F",9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,439
"9429","J. Aytes","F",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
"10406","D. Guinn","F",31,2,5,1,3,0,0,4,4,8,3,2,1,2,3,5,439
"11358","S. Beo","G",11,0,2,0,1,1,2,0,1,1,2,1,0,1,0,1,439
"12277","C. Leifson","G",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
"13177","Z. Frampton","G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
"1664","Y. Childs","F",39,10,16,0,1,3,8,4,13,17,0,1,3,2,0,23,440
"2434","E. Mika","F",26,4,7,0,0,4,4,1,7,8,2,1,2,3,4,12,440
"3434","T. Haws","G",37,6,12,3,7,2,2,0,5,5,3,3,0,4,3,17,440
"4434","N. Emery","G",35,1,9,0,4,2,2,0,6,6,1,0,0,3,2,4,440
"5434","E. Bryant","G",23,3,6,1,3,4,6,0,3,3,0,1,2,3,4,11,440
"7430","P. Dastrup","F",6,0,2,0,2,0,0,0,1,1,0,0,1,0,0,0,440
"8430","B. Shaw","F",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,440
"9430","D. Guinn","F",24,0,0,0,0,1,2,1,3,4,1,1,0,1,2,1,440
"10407","S. Beo","G",7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,440
"1665","Y. Childs","F",25,5,8,0,0,2,4,3,5,8,2,0,1,1,4,12,441
"2435","E. Mika","F",32,3,13,0,0,9,12,3,7,10,2,0,2,1,0,15,441
"3435","T. Haws","G",28,4,8,3,5,1,2,0,2,2,7,0,0,2,5,12,441
"4435","N. Emery","G",32,8,12,5,7,5,7,0,2,2,2,1,1,2,5,26,441
"5435","E. Bryant","G",37,5,13,0,3,5,6,1,7,8,1,1,0,0,2,15,441
"7431","P. Dastrup","F",7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,441
"8431","B. Shaw","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,441
"9431","J. Aytes","F",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441
"10408","D. Guinn","F",25,1,3,0,2,0,0,0,4,4,3,2,1,0,1,2,441
"11359","C. Kaufusi","C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441
"12278","S. Beo","G",10,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,441
"13178","C. Leifson","G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441
"1666","Y. Childs","F",33,6,13,0,0,1,2,1,6,7,1,1,1,3,2,13,442
"2436","E. Mika","F",32,7,14,0,0,4,9,3,2,5,1,0,1,2,2,18,442
"3436","T. Haws","G",33,4,8,1,3,2,2,0,1,1,2,1,1,2,0,11,442
"4436","N. Emery","G",31,2,10,0,4,0,0,1,5,6,4,1,0,2,3,4,442
"5436","E. Bryant","G",29,3,8,2,4,0,0,1,3,4,2,1,0,1,5,8,442
"7432","P. Dastrup","F",4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,442
"8432","B. Shaw","F",1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,442
"9432","J. Aytes","F",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,442
"10409","D. Guinn","F",20,0,2,0,1,0,0,1,2,3,1,1,0,0,0,0,442
"11360","C. Kaufusi","C",4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,442
"12279","S. Beo","G",11,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,442
"13179","C. Leifson","G",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,442
"1667","B. Shaw","F",26,2,3,0,0,0,1,5,6,11,2,0,0,0,4,4,443
"2437","E. Mika","F",31,7,13,0,0,5,6,3,5,8,4,2,1,1,1,19,443
"3437","T. Haws","G",14,1,3,1,3,0,0,1,2,3,4,1,0,3,5,3,443
"4437","N. Emery","G",31,6,12,3,7,1,2,0,2,2,1,3,0,3,3,16,443
"5437","E. Bryant","G",35,10,17,7,12,12,12,1,4,5,6,0,1,4,0,39,443
"7433","P. Dastrup","F",4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,443
"8433","J. Aytes","F",11,1,1,0,0,0,0,1,3,4,0,0,0,1,3,2,443
"9433","D. Guinn","F",11,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,443
"10410","C. Kaufusi","C",4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,443
"11361","S. Beo","G",26,5,11,2,5,0,0,1,2,3,0,1,0,2,3,12,443
"12280","C. Leifson","G",4,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,443
"13180","Z. Frampton","G",3,0,1,0,0,2,2,1,2,3,0,0,0,2,1,2,443
"1668","B. Shaw","F",8,1,2,0,0,0,0,2,0,2,0,1,0,5,1,2,444
"2438","E. Mika","F",39,10,14,0,0,9,13,4,7,11,1,1,2,2,2,29,444
"3438","T. Haws","G",31,6,15,5,9,0,0,0,4,4,3,1,0,5,3,17,444
"4438","N. Emery","G",34,2,11,2,8,3,4,1,3,4,2,3,0,2,2,9,444
"5438","E. Bryant","G",37,5,13,2,7,2,2,1,4,5,3,3,0,0,3,14,444
"7434","Y. Childs","F",20,2,4,0,0,0,2,1,2,3,2,0,0,0,5,4,444
"8434","P. Dastrup","F",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
"9434","J. Aytes","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
"10411","D. Guinn","F",8,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,444
"11362","C. Kaufusi","C",11,2,3,0,0,0,0,3,1,4,0,0,1,0,3,4,444
"12281","S. Beo","G",11,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,444
"1669","Y. Childs","F",38,4,8,0,0,5,6,2,7,9,5,1,1,4,2,13,445
"2439","E. Mika","F",32,9,15,0,0,7,9,3,5,8,4,1,0,1,2,25,445
"3439","T. Haws","G",33,2,7,2,5,8,10,1,2,3,4,0,0,4,3,14,445
"4439","N. Emery","G",26,5,7,4,6,7,7,0,3,3,1,1,0,1,4,21,445
"5439","E. Bryant","G",26,5,10,1,4,4,4,1,1,2,0,2,0,2,4,15,445
"7435","B. Shaw","F",2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,445
"8435","D. Guinn","F",19,0,1,0,1,1,2,0,0,0,0,1,0,2,2,1,445
"9435","C. Kaufusi","C",8,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,445
"10412","S. Beo","G",12,0,1,0,0,0,0,1,1,2,2,1,0,0,1,0,445
"11363","C. Leifson","G",3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,445
"12282","Z. Frampton","G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445
"1670","Y. Childs","F",29,4,9,0,0,0,0,1,4,5,1,1,0,2,1,8,446
"2440","E. Mika","F",24,5,13,0,0,0,0,3,4,7,0,0,1,6,4,10,446
"3440","T. Haws","G",32,5,14,2,6,1,1,0,1,1,1,0,0,1,1,13,446
"4440","N. Emery","G",25,0,7,0,4,0,0,0,3,3,2,0,1,1,2,0,446
"5440","E. Bryant","G",30,2,8,0,3,7,10,1,1,2,0,0,1,0,1,11,446
"7436","P. Dastrup","F",6,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,446
"8436","B. Shaw","F",3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,446
"9436","J. Aytes","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,446
"10413","D. Guinn","F",22,2,5,2,3,0,0,4,0,4,0,1,0,0,3,6,446
"11364","C. Kaufusi","C",17,0,1,0,0,0,0,1,1,2,0,0,1,0,2,0,446
"12283","S. Beo","G",7,1,2,0,1,0,0,0,0,0,1,0,0,0,0,2,446
"13181","C. Leifson","G",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446
"14129","Z. Frampton","G",1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,446
"1671","Y. Childs","F",33,5,15,1,4,0,0,2,8,10,2,0,0,0,5,11,447
"2441","L. Worthington","F",18,1,4,0,0,1,2,3,1,4,0,1,0,1,5,3,447
"3441","T. Haws","G",27,5,13,0,7,0,0,1,1,2,3,2,1,2,3,10,447
"4441","J. Hardnett","G",35,6,8,0,0,0,0,1,3,4,3,2,1,2,3,12,447
"5441","E. Bryant","G",37,11,20,3,6,3,8,1,9,10,2,0,0,4,3,28,447
"7437","P. Dastrup","F",23,4,8,1,4,0,0,0,1,1,0,1,1,1,2,9,447
"8437","R. Bergersen","G",10,1,3,1,3,4,4,0,0,0,2,0,1,0,1,7,447
"9437","Z. Seljaas","G",17,1,5,0,3,1,1,0,1,1,1,0,1,0,2,3,447
"10414","M. Cannon","G",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,447
"1672","Y. Childs","F",31,5,11,0,2,3,3,0,10,10,6,0,5,2,1,13,448
"2442","L. Worthington","F",18,2,3,0,0,2,5,1,3,4,1,0,0,0,2,6,448
"3442","T. Haws","G",29,4,7,3,4,3,3,0,4,4,5,1,2,2,2,14,448
"4442","Z. Seljaas","G",22,4,9,2,7,1,2,1,2,3,2,0,0,1,1,11,448
"5442","E. Bryant","G",27,10,11,6,7,1,2,1,5,6,1,0,1,0,0,27,448
"7438","P. Dastrup","F",10,2,2,0,0,1,2,1,1,2,0,1,2,0,1,5,448
"8438","D. Nixon","F",19,4,7,0,2,0,0,6,0,6,3,0,1,2,2,8,448
"9438","R. Bergersen","G",7,1,2,1,2,0,0,0,0,0,0,0,0,1,3,3,448
"10415","E. Troy","G",3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,448
"11365","K. Brown","G",9,1,2,0,1,1,2,0,0,0,0,1,0,1,4,3,448
"12284","J. Hardnett","G",25,0,1,0,0,1,2,0,3,3,2,0,0,0,0,1,448
"1673","Y. Childs","F",39,1,4,0,1,6,6,0,11,11,1,0,3,5,0,8,449
"2443","L. Worthington","F",12,1,4,0,0,0,1,0,1,1,0,1,0,1,2,2,449
"3443","T. Haws","G",26,2,7,1,4,5,5,0,1,1,1,0,0,1,4,10,449
"4443","Z. Seljaas","G",34,4,5,3,4,0,0,0,0,0,1,0,0,1,1,11,449
"5443","E. Bryant","G",36,6,12,1,5,9,10,1,6,7,2,2,1,0,3,22,449
"7439","P. Dastrup","F",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"8439","D. Nixon","F",22,1,1,0,0,2,2,0,2,2,0,2,1,3,4,4,449
"9439","K. Brown","G",5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,449
"10416","J. Hardnett","G",23,2,5,1,2,3,3,0,1,1,1,2,0,4,5,8,449
"1674","Y. Childs","F",32,6,13,0,2,0,0,2,3,5,1,1,2,3,1,12,450
"2444","L. Worthington","F",16,3,3,0,0,1,1,2,1,3,0,0,0,1,0,7,450
"3444","T. Haws","G",37,4,10,2,7,1,2,0,6,6,8,0,0,3,3,11,450
"4444","Z. Seljaas","G",31,1,6,1,6,2,2,0,2,2,2,1,1,3,2,5,450
"5444","E. Bryant","G",29,3,14,1,9,8,9,0,2,2,0,2,1,1,3,15,450
"7440","P. Dastrup","F",10,2,2,2,2,2,2,0,0,0,1,1,1,1,1,8,450
"8440","D. Nixon","F",19,5,6,0,1,5,6,4,4,8,1,1,0,0,3,15,450
"9440","R. Bergersen","G",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
"10417","E. Troy","G",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,450
"11366","K. Brown","G",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
"12285","J. Hardnett","G",22,1,4,0,0,0,0,2,2,4,2,0,0,3,1,2,450
"1675","Y. Childs","F",35,10,17,0,0,1,3,2,3,5,1,2,1,2,4,21,451
"2445","L. Worthington","F",21,5,6,0,0,1,4,2,2,4,2,1,1,0,3,11,451
"3445","T. Haws","G",36,4,8,2,3,8,9,0,6,6,6,0,0,2,2,18,451
"4445","Z. Seljaas","G",28,2,4,2,4,2,2,0,3,3,1,0,0,1,3,8,451
"5445","J. Hardnett","G",21,3,6,0,1,0,0,1,2,3,1,0,0,1,3,6,451
"7441","P. Dastrup","F",4,1,1,0,0,0,0,0,2,2,1,0,0,2,0,2,451
"8441","D. Nixon","F",20,2,7,0,0,3,5,1,3,4,2,1,0,2,1,7,451
"9441","K. Brown","G",7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,451
"10418","E. Bryant","G",28,3,7,3,4,13,14,0,7,7,0,0,1,3,3,22,451
"1676","Y. Childs","F",36,9,16,0,1,3,9,6,5,11,0,0,2,3,2,21,452
"2446","L. Worthington","F",16,1,5,0,0,2,4,1,4,5,0,2,0,0,3,4,452
"3446","T. Haws","G",35,4,11,1,6,0,0,1,3,4,6,0,0,1,1,9,452
"4446","J. Hardnett","G",27,3,6,0,0,0,0,0,0,0,5,0,0,2,4,6,452
"5446","E. Bryant","G",33,2,12,1,4,0,0,0,4,4,1,1,0,3,1,5,452
"7442","P. Dastrup","F",3,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,452
"8442","D. Nixon","F",18,1,1,0,0,5,6,0,2,2,2,0,0,0,4,7,452
"9442","R. Bergersen","G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
"10419","Z. Seljaas","G",27,2,6,2,5,1,2,2,1,3,1,0,1,1,4,7,452
"11367","K. Brown","G",4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,452
"1677","Y. Childs","F",37,7,15,1,1,4,6,3,8,11,5,2,4,0,1,19,453
"2447","L. Worthington","F",19,2,6,0,0,3,4,4,2,6,1,0,0,1,3,7,453
"3447","T. Haws","G",28,0,10,0,3,1,2,1,1,2,3,1,0,3,2,1,453
"4447","J. Hardnett","G",30,4,7,0,1,2,2,0,2,2,2,2,0,3,3,10,453
"5447","E. Bryant","G",39,5,12,2,6,6,6,2,1,3,3,3,0,0,2,18,453
"7443","P. Dastrup","F",11,2,3,0,1,0,0,1,4,5,2,1,2,0,3,4,453
"8443","D. Nixon","F",11,0,5,0,1,0,0,1,3,4,1,0,0,1,0,0,453
"9443","R. Bergersen","G",6,1,2,0,1,0,0,0,0,0,0,1,0,0,0,2,453
"10420","Z. Seljaas","G",14,3,6,1,4,0,0,0,1,1,0,0,0,1,5,7,453
"11368","K. Brown","G",5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,453
"1678","Y. Childs","F",37,9,13,2,2,4,6,6,5,11,4,1,3,3,2,24,454
"2448","L. Worthington","F",5,3,4,0,0,1,2,2,0,2,0,0,0,0,3,7,454
"3448","T. Haws","G",34,4,13,2,9,1,1,0,1,1,4,1,0,1,2,11,454
"4448","J. Hardnett","G",21,2,4,2,2,2,2,0,1,1,2,0,0,3,2,8,454
"5448","E. Bryant","G",32,3,8,2,5,0,0,0,9,9,4,3,0,4,4,8,454
"7444","P. Dastrup","F",4,1,2,0,1,0,0,0,0,0,1,0,0,0,3,2,454
"8444","D. Nixon","F",14,3,3,0,0,0,0,1,1,2,0,1,0,1,0,6,454
"9444","R. Bergersen","G",3,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,454
"10421","E. Troy","G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454
"11369","Z. Seljaas","G",25,2,4,2,4,2,2,0,3,3,2,1,2,2,3,8,454
"12286","M. Cannon","G",20,2,4,2,3,2,2,0,2,2,6,1,1,1,2,8,454
"13182","K. Brown","G",4,1,1,0,0,1,1,0,0,0,1,0,0,0,1,3,454
"1679","Y. Childs","F",35,7,14,0,1,3,5,2,6,8,1,0,2,2,1,17,455
"2449","L. Worthington","F",7,0,1,0,0,0,0,1,3,4,0,0,0,1,2,0,455
"3449","T. Haws","G",33,2,9,1,6,5,6,0,6,6,1,2,1,3,3,10,455
"4449","J. Hardnett","G",25,2,6,0,2,3,3,0,3,3,2,0,0,2,2,7,455
"5449","E. Bryant","G",26,5,9,3,7,2,3,0,6,6,1,0,0,1,5,15,455
"7445","P. Dastrup","F",3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,455
"8445","D. Nixon","F",21,2,5,0,1,1,1,1,2,3,3,1,0,0,2,5,455
"9445","Z. Seljaas","G",18,1,3,0,0,2,2,0,0,0,1,1,1,2,2,4,455
"10422","M. Cannon","G",31,4,5,1,1,8,8,0,3,3,2,0,0,1,4,17,455
"11370","K. Brown","G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,455
"1680","Y. Childs","F",26,6,10,0,1,5,7,1,6,7,0,1,0,3,3,17,456
"2450","L. Worthington","F",11,2,2,0,0,2,2,0,2,2,0,0,0,1,0,6,456
"3450","T. Haws","G",34,8,16,4,9,0,0,0,2,2,3,1,0,0,1,20,456
"4450","J. Hardnett","G",28,2,6,0,3,0,0,0,4,4,2,0,0,0,2,4,456
"5450","E. Bryant","G",39,6,11,3,7,2,3,1,8,9,9,3,1,3,2,17,456
"7446","P. Dastrup","F",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456
"8446","D. Nixon","F",14,3,4,0,0,2,5,2,0,2,2,0,1,0,3,8,456
"9446","Z. Seljaas","G",21,2,5,0,2,0,0,0,2,2,4,0,0,0,2,4,456
"10423","M. Cannon","G",24,2,4,0,2,0,0,0,3,3,2,2,0,2,0,4,456
"1681","Y. Childs","F",34,4,11,0,1,2,6,0,10,10,2,1,2,3,0,10,457
"2451","L. Worthington","F",14,0,2,0,0,0,0,0,1,1,0,1,0,1,2,0,457
"3451","T. Haws","G",37,7,12,4,6,6,6,1,2,3,5,3,0,2,0,24,457
"4451","J. Hardnett","G",25,4,5,1,1,2,2,0,1,1,0,2,0,1,1,11,457
"5451","E. Bryant","G",33,4,6,2,3,3,4,1,4,5,1,0,0,3,4,13,457
"7447","Z. Seljaas","G",29,4,6,1,3,1,2,0,4,4,3,0,0,3,2,10,457
"8447","M. Cannon","G",28,2,5,2,5,0,0,0,1,1,2,0,0,1,2,6,457
"1682","Y. Childs","F",28,7,13,0,1,1,4,1,4,5,0,1,3,4,1,15,458
"2452","L. Worthington","F",16,1,2,0,0,0,0,2,3,5,0,0,1,1,3,2,458
"3452","T. Haws","G",34,1,7,1,4,1,2,0,3,3,6,2,0,2,2,4,458
"4452","J. Hardnett","G",29,2,5,0,2,1,1,0,1,1,4,1,0,3,3,5,458
"5452","E. Bryant","G",40,8,13,5,7,8,8,2,7,9,4,3,1,2,2,29,458
"7448","P. Dastrup","F",10,3,4,2,2,0,0,1,3,4,0,0,0,0,0,8,458
"8448","Z. Seljaas","G",26,3,5,1,2,0,0,0,4,4,2,0,0,1,3,7,458
"9447","M. Cannon","G",17,2,3,1,2,2,2,0,1,1,0,2,0,1,4,7,458
"1683","Y. Childs","F",29,8,13,0,1,4,7,2,6,8,1,4,2,2,4,20,459
"2453","L. Worthington","F",11,0,3,0,0,0,2,1,2,3,0,0,0,0,0,0,459
"3453","T. Haws","G",34,5,9,1,3,3,3,0,2,2,3,0,0,0,0,14,459
"4453","J. Hardnett","G",26,3,7,0,1,0,0,0,3,3,2,1,0,3,1,6,459
"5453","E. Bryant","G",32,3,4,2,2,6,6,0,4,4,0,0,1,2,3,14,459
"7449","P. Dastrup","F",14,5,5,2,2,2,3,2,2,4,1,0,0,0,2,14,459
"8449","R. Bergersen","G",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,459
"9448","E. Troy","G",1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,459
"10424","Z. Seljaas","G",26,1,3,1,3,4,4,0,3,3,5,0,0,0,0,7,459
"11371","M. Cannon","G",23,2,3,1,2,0,0,0,1,1,3,1,0,2,0,5,459
"12287","K. Brown","G",2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,459
"1684","Y. Childs","F",33,7,16,0,0,5,8,5,3,8,0,2,0,1,2,19,460
"2454","L. Worthington","F",9,2,4,0,0,2,2,3,2,5,1,0,0,0,0,6,460
"3454","T. Haws","G",24,4,8,0,2,3,4,0,4,4,3,1,0,0,3,11,460
"4454","J. Hardnett","G",26,2,5,1,2,0,2,0,3,3,2,1,0,1,3,5,460
"5454","E. Bryant","G",28,3,9,1,6,1,2,0,3,3,5,0,2,2,2,8,460
"7450","P. Dastrup","F",13,2,4,1,1,2,2,1,5,6,2,0,0,2,2,7,460
"8450","R. Bergersen","G",8,1,2,1,1,0,0,0,0,0,0,0,0,0,2,3,460
"9449","E. Troy","G",2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,460
"10425","Z. Seljaas","G",26,4,9,1,5,0,0,1,2,3,4,0,0,1,0,9,460
